// Grasscutter 3.3.54 GM Handbook
// Created 2023/01/24 10:05:08


// Commands
       account : 创建或删除账号
      announce : 向所有在线玩家发送公告，或者管理服务器的公告
         clear : 从你的背包中删除所有未装备且已解锁的物品，包括稀有物品
          coop : 强制传送指定玩家到他人的世界。如果没有指定玩家，则会使你进入多人游戏状态
         daily : This value does not exist. Please report this to the Discord: commands.daily.description
          enka : 🇺🇸Copy your character data from official server to private server using Enka.Network service (data taken only from Showcase)
 enter_dungeon : 进入指定秘境
        entity : This value does not exist. Please report this to the Discord: commands.entity.description
         equip : 🇺🇸You can replace current character weapon with a weapon that cannot be used by current character due to different types of weapons.
          give : 向你或指定的玩家给予物品。比如可以给予全部武器，角色和/或材料，也可以给予自定义圣遗物
          heal : 治疗当前队伍的角色
          help : 发送帮助信息或显示指定命令的信息
       killall : 杀死所有怪物
      language : 显示或切换当前语言
          list : 查看所有玩家
    permission : 添加或移除指定玩家的权限
      position : 获取所在位置和旋转信息
         quest : 添加或完成任务
        reload : 重载配置文件和数据
        remote : 🇺🇸Use this to access commands from web
    resetConst : 重置当前角色的命之座，执行命令后需重新登录以生效
resetShopLimit : 重置指定玩家的商店刷新时间
      sendMail : 向指定用户发送邮件。此命令的用法会根据撰写阶段而改变
   sendMessage : 向玩家以服务器的身份发送消息。如果没有指定目标，则向服务器的全部玩家发送
      setConst : 为当前活跃角色设置命座等级
setFetterLevel : 设置当前角色的好感度等级
       setProp : 设置账号的状态。比如可以通过此命令启用 godmode，也可以解锁深渊或更改纪行等级
                    可更改的状态列表：godmode(上帝模式)|nostamina(无限体力)|unlimitedenergy(无限能量)|abyss(深渊)|worldlevel(世界等级)|bplevel(纪行等级)
                    查看 PlayerProperty enum 以获得其他数值，格式为 PROP_MAX_SPRING_VOLUME -> max_spring_volume
      setStats : 设置当前角色的属性
                    可更改的属性列表：hp(生命值)|maxhp(最大生命值)|def(防御力)|atk(攻击力)|em(元素精通)|er(元素充能效率)|crate(暴击率)|cdmg(暴击伤害)|cdr(冷却缩减)|heal(治疗加成)|heali(受治疗加成)|shield(护盾强效)|defi(无视防御)
                    元素增伤：epyro(火)|ecryo(冰)|ehydro(水)|egeo(岩)|edendro(草)|eelectro(雷)|ephys(物理)
                    元素抗性：respyro(火)|rescryo(冰)|reshydro(水)|resgeo(岩)|resdendro(草)|reselectro(雷)|resphys(物理)
         spawn : 在你附近生成实体
          stop : 停止服务器
        talent : 设置当前角色的天赋等级
          team : 手动修改你的队伍
      teleport : 改变指定玩家的位置
   teleportAll : 将你世界中的所有玩家传送到你所在的位置
       weather : 更改天气ID和气候类型。
                    天气ID可以在 ./Resources/ExcelBinOutput/WeatherExcelConfigData.json 中找到。
                    气候类型：sunny(晴天), cloudy(多云), rain(雨), thunderstorm(雷雨), snow(雪), mist(雾)
1913206 : 按部就班 - 前往琉璃亭赴宴
1913207 : 按部就班 - 等待到第二天早上（7-8点）
1913208 : 按部就班 - 唤醒凝光
1913209 : 按部就班 - (test)判断是否在海灯节见过凝光时装$HIDDEN
1913301 : 情报交换 - 前往明星斋取物件
1913302 : 情报交换 - 去见「情报人」
1913303 : 情报交换 - 前往南码头见幕后之人
1913304 : 情报交换 - 回去见小孩子们
1913305 : 情报交换 - 去北码头陪孩子们玩
1913401 : 拍卖博弈 - 前往拍卖会现场
1913402 : 拍卖博弈 - 与负责准备的秘书交谈
1913403 : 拍卖博弈 - 观察拍品的情况
1913404 : 拍卖博弈 - 观察拍品的情况
1913405 : 拍卖博弈 - 观察拍品的情况
1913406 : 拍卖博弈 - (test)回滚保护$HIDDEN
1913407 : 拍卖博弈 - 等待拍卖会开始（16-18点）
1913408 : 拍卖博弈 - 参与拍卖会
1913409 : 拍卖博弈 - 了解参拍者的想法
1913410 : 拍卖博弈 - 了解参拍者的想法
1913411 : 拍卖博弈 - 了解参拍者的想法
1913412 : 拍卖博弈 - (test)回滚保护$HIDDEN
1913413 : 拍卖博弈 - 再次与凝光交谈
1913414 : 拍卖博弈 - [N/A] 2613861572
1913501 : 「璃月千年」 - 陪凝光制作棋子
1913502 : 「璃月千年」 - 去明星斋委托定做
1913503 : 「璃月千年」 - 回群玉阁与凝光交谈
1913601 : 从零开始 - 去码头寻找废弃的货物
1913602 : 从零开始 - 向商人卖出材料
1913603 : 从零开始 - 去野外寻找宝箱
1913604 : 从零开始 - 击败魔物开启宝箱
1913605 : 从零开始 - 与凝光交谈
1913606 : 从零开始 - 继续寻找宝箱
1913607 : 从零开始 - 击败魔物开启宝箱
1913608 : 从零开始 - 与凝光交谈
1913609 : 从零开始 - 寻找盗宝鼬的踪迹
1913610 : 从零开始 - 找到盗宝鼬藏匿的摩拉
1913611 : 从零开始 - 与凝光交谈
1913612 : 从零开始 - 去河边抓鱼
1913613 : 从零开始 - 到岸边和凝光一起烤鱼
1913614 : 从零开始 - 调查盗宝鼬留下的洞
1913615 : 从零开始 - [N/A] 4251323868
1913701 : 未尽的硝烟 - 前往北国银行
1913702 : 未尽的硝烟 - 离开北国银行，与凝光交谈
1913703 : 未尽的硝烟 - 跟随凝光，谨慎观察四周
1913704 : 未尽的硝烟 - 与凝光交谈
1913705 : 未尽的硝烟 - 再次跟随凝光，谨慎观察四周
1913706 : 未尽的硝烟 - 与凝光交谈
1913707 : 未尽的硝烟 - 继续跟随凝光，谨慎观察四周
1913708 : 未尽的硝烟 - 与凝光交谈
1913709 : 未尽的硝烟 - 找出跟踪者
1913710 : 未尽的硝烟 - 去北国银行对质
1913801 : 放假时间！ - 与凝光交谈
1913802 : 放假时间！ - 等到第二天早上（7-8点）
1913803 : 放假时间！ - 唤醒凝光
1914101 : 处置之方 - 前往奉行所与上杉对话
1914102 : 处置之方 - 与久岐忍对话
1914201 : 神社之行 - 前往鸣神大社向八重神子道歉
1914301 : 派中法度 - 寻找阿守等人的踪迹
1914302 : 派中法度 - 前往「秋沙钱汤」上方探查
1914303 : 派中法度 - （test）抓捕一保底$HIDDEN
1914304 : 派中法度 - 寻找元太等人的踪迹
1914305 : 派中法度 - 前往桥下进行探查
1914306 : 派中法度 - （test）抓捕二保底$HIDDEN
1914307 : 派中法度 - 前往稻妻城外
1914308 : 派中法度 - （test）向海边靠近
1914309 : 派中法度 - 前往北方进行探查
1914401 : 重大决定 - 与阿守等人对话
1914402 : 重大决定 - 前往乌有亭二楼
1914403 : 重大决定 - 与荒泷一斗对话
1914404 : 重大决定 - 返回乌有亭
1914405 : 重大决定 - 与町街附近的商户对话
1914406 : 重大决定 - 与「九十九物」的葵对话
1914407 : 重大决定 - 与下一位道歉对象对话
1914408 : 重大决定 - 与荒泷派众人对话
1914409 : 重大决定 - (test)用于完成成就的隐藏任务$HIDDEN
1914501 : 一日巫女 - 接待神社中的客人
1914502 : 一日巫女 - 继续接待客人
1914503 : 一日巫女 - 前往入口接待客人
1914504 : 一日巫女 - （test）deleted询问巫女
1914505 : 一日巫女 - 收集制作御守所需的材料
1914506 : 一日巫女 - 收集制作御守所需的材料
1914507 : 一日巫女 - 收集制作御守所需的材料
1914508 : 一日巫女 - （test）获取道具保底$HIDDEN
1914509 : 一日巫女 - 与麻美婆婆对话
1914510 : 一日巫女 - （test）Delete将御守交给老婆婆
1914511 : 一日巫女 - 与八重神子对话
1914512 : 一日巫女 - 离开神社
1914601 : 善后工作 - 与山道上的阿幸对话
1914602 : 善后工作 - 使用风或水元素清理小广告
1914603 : 善后工作 - 使用风或水元素清理小广告
1914604 : 善后工作 - 使用风或水元素清理小广告
1914605 : 善后工作 - （test）广告coop对话1$HIDDEN
1914606 : 善后工作 - （test）广告coop对话2$HIDDEN
1914607 : 善后工作 - （test）广告coop对话3$HIDDEN
1914608 : 善后工作 - (test)清理小广告保底$HIDDEN
1914609 : 善后工作 - 继续下山清理
1914610 : 善后工作 - [N/A] 3395115820
1914611 : 善后工作 - [N/A] 733399748
1914612 : 善后工作 - [N/A] 970862108
1914613 : 善后工作 - (test)完成全部对话$HIDDEN
1914701 : 好好学习 - 返回花见坂查看情况
1914801 : 暂避一时 - 看看久岐忍的情况
1914802 : 暂避一时 - 回到阿晃的藏身处
1914803 : 暂避一时 - 跟随脚印寻找阿晃
1914804 : 暂避一时 - 跟随小广告寻找阿晃
1914805 : 暂避一时 - 与海乱鬼对话
1914806 : 暂避一时 - 击败所有敌人
1914807 : 暂避一时 - 与久岐忍对话
1914808 : 暂避一时 - [N/A] 853338004
2000001 : 轻策庄限时抵达挑战$HIDDEN - 对话NPC$HIDDEN
2000002 : 轻策庄限时抵达挑战$HIDDEN - 完成玩法$HIDDEN
2000003 : 轻策庄限时抵达挑战$HIDDEN - 对话NPC$HIDDEN
2000004 : 轻策庄限时抵达挑战$HIDDEN - 完成玩法$HIDDEN
2000005 : 轻策庄限时抵达挑战$HIDDEN - 对话NPC$HIDDEN
2000006 : 轻策庄限时抵达挑战$HIDDEN - 完成玩法$HIDDEN
2000007 : 轻策庄限时抵达挑战$HIDDEN - 对话NPC$HIDDEN
2000008 : 轻策庄限时抵达挑战$HIDDEN - 完成玩法$HIDDEN
2000009 : 轻策庄限时抵达挑战$HIDDEN - [N/A] 2592487986
2000010 : 轻策庄限时抵达挑战$HIDDEN - [N/A] 1135001826
2000011 : 轻策庄限时抵达挑战$HIDDEN - [N/A] 3634687226
2000012 : 轻策庄限时抵达挑战$HIDDEN - [N/A] 3665922490
2000101 : 此路不通？ - 前往查看详请
2000102 : 此路不通？ - (test)击败附近怪物$HIDDEN
2000103 : 此路不通？ - 消灭所有魔物并摧毁路障
2000104 : 此路不通？ - 与昆恩对话
2000301 : 应付尽付 - 与歌德对话
2000302 : 应付尽付 - 将木材带给歌德
2000303 : 应付尽付 - 与歌德对话
2000304 : 应付尽付 - 与歌德对话
2000305 : 应付尽付 - 拜访莫娜
2000306 : 应付尽付 - [N/A] 1230715900
2000307 : 应付尽付 - [N/A] 84420180
2000308 : 应付尽付 - [N/A] 1433513132
2000309 : 应付尽付 - 去图书馆寻找莫娜
2000310 : 应付尽付 - 向威拉格询问莫娜的去向
2000311 : 应付尽付 - 去猎鹿人餐馆寻找莫娜
2000312 : 应付尽付 - 向凯瑟琳询问莫娜的去向
2000313 : 应付尽付 - 向歌德回报
2000401 : 应付尽付 - 与歌德对话
2000402 : 应付尽付 - 拜访莫娜
2000403 : 应付尽付 - 与莫娜对话
2000404 : 应付尽付 - 将租金交给歌德
2000405 : 应付尽付 - 回复莫娜
2000406 : 应付尽付 - 将木材带给歌德
2000407 : 应付尽付 - 与歌德对话
2000501 : 钥匙是易丢品 - 前往询问怀尔德
2000502 : 钥匙是易丢品 - 用元素视野寻找钥匙
2000504 : 钥匙是易丢品 - 把钥匙交给怀尔德
2000601 : 餐品订单 - 前往猎鹿人餐馆询问莎拉
2000602 : 餐品订单 - 与莎拉对话
2000603 : 餐品订单 - (test)运送餐品给活跃的欧琳$HIDDEN
2000604 : 餐品订单 - 运送餐品给活跃的欧琳
2000605 : 餐品订单 - (test)桥接$HIDDEN
2000606 : 餐品订单 - 运送餐品给活跃的欧琳
2000607 : 餐品订单 - 击退捣乱的史莱姆
2000610 : 餐品订单 - 把餐费交给餐馆莎拉
2000701 : 紧急修理 - 消灭所有魔物
2000702 : 紧急修理 - 和艾伦对话
2000703 : 紧急修理 - 收集木材
2000704 : 紧急修理 - 将结实的木板交给艾伦
2000705 : 紧急修理 - 消灭所有魔物
2000706 : 紧急修理 - 和艾伦对话
2000707 : 紧急修理 - 收集绳索
2000708 : 紧急修理 - 将绳索交给艾伦
2000709 : 紧急修理 - 前去查看详情
2000801 : 圆滚滚的大团骚乱！ - 前往码头查看详情
2000802 : 圆滚滚的大团骚乱！ - 消灭史莱姆
2000803 : 圆滚滚的大团骚乱！ - 和阿瑟尔对话
2000804 : 圆滚滚的大团骚乱！ - 前往异常地点
2000805 : 圆滚滚的大团骚乱！ - 用「风」驱散尘埃
2000806 : 圆滚滚的大团骚乱！ - 消灭全部史莱姆
2000901 : 语言交流 - 与艾拉·马斯克对话
2000902 : 语言交流 - 和艾拉·马斯克一起前往丘丘人营地
2000903 : 语言交流 - 与艾拉·马斯克对话
2000904 : 语言交流 - (test)陪同艾拉·马斯克与丘丘人对话$HIDDEN
2000905 : 语言交流 - 击退生气的丘丘人
2000906 : 语言交流 - 与艾拉·马斯克对话
2000907 : 语言交流 - (test)控制刷怪$HIDDEN
2000908 : 语言交流 - 接近醒着的丘丘人，不能吵醒其他丘丘人
2000909 : 语言交流 - 前往询问艾拉·马斯克
2000910 : 语言交流 - (test)惊醒丘丘人$HIDDEN
2000911 : 语言交流 - (test)判断08或10完成$HIDDEN
2000912 : 语言交流 - (test)触发交流成功分支$HIDDEN
2000913 : 语言交流 - (test)触发交流失败分支$HIDDEN
2000914 : 语言交流 - (test)陪同艾拉·马斯克与丘丘人对话$HIDDEN
2000915 : 语言交流 - 与艾拉·马斯克对话
2001001 : 语言交流 - 与艾拉·马斯克对话
2001002 : 语言交流 - 和艾拉·马斯克一起前往丘丘人营地
2001003 : 语言交流 - 与艾拉·马斯克对话
2001004 : 语言交流 - (test)陪同艾拉·马斯克与丘丘人对话$HIDDEN
2001005 : 语言交流 - 击退生气的丘丘人
2001006 : 语言交流 - 与艾拉·马斯克对话
2001007 : 语言交流 - (test)控制刷怪$HIDDEN
2001008 : 语言交流 - 接近醒着的丘丘人，不能吵醒其他丘丘人
2001009 : 语言交流 - 前往询问艾拉·马斯克
2001010 : 语言交流 - (test)惊醒丘丘人$HIDDEN
2001011 : 语言交流 - (test)判断08或10完成$HIDDEN
2001012 : 语言交流 - (test)触发交流成功分支$HIDDEN
2001013 : 语言交流 - (test)触发交流失败分支$HIDDEN
2001014 : 语言交流 - (test)陪同艾拉·马斯克与丘丘人对话$HIDDEN
2001015 : 语言交流 - 与艾拉·马斯克对话
2001101 : 此路不通？ - 前去查看详请
2001102 : 此路不通？ - (test)击败附近怪物$HIDDEN
2001103 : 此路不通？ - 消灭所有魔物并摧毁路障
2001104 : 此路不通？ - 与安东尼对话
2001201 : 此路不通？ - 前去查看详请
2001202 : 此路不通？ - (test)击败附近怪物$HIDDEN
2001203 : 此路不通？ - 消灭所有魔物并摧毁路障
2001204 : 此路不通？ - 与米拉娜对话
2001301 : 此路不通？ - 前去查看详请
2001302 : 此路不通？ - (test)击败附近怪物$HIDDEN
2001303 : 此路不通？ - 消灭所有魔物并摧毁路障
2001304 : 此路不通？ - 与杰克对话
2001401 : 冒险家测验·作战方式 - 与安东尼对话
2001402 : 冒险家测验·作战方式 - 打倒所有魔物
2001403 : 冒险家测验·作战方式 - [N/A] 3038238988
2001405 : 冒险家测验·作战方式 - 与安娜对话
2001406 : 冒险家测验·作战方式 - 与安娜对话
2001501 : 语言交流 - 与艾拉·马斯克对话
2001502 : 语言交流 - 和艾拉·马斯克一起前往丘丘人营地
2001503 : 语言交流 - 与艾拉·马斯克对话
2001504 : 语言交流 - (test)陪同艾拉·马斯克与丘丘人对话$HIDDEN
2001505 : 语言交流 - 击退生气的丘丘人
2001506 : 语言交流 - 与艾拉·马斯克对话
2001507 : 语言交流 - (test)控制刷怪$HIDDEN
2001508 : 语言交流 - 接近醒着的丘丘人，不能吵醒其他丘丘人
2001509 : 语言交流 - 前往询问艾拉·马斯克
2001510 : 语言交流 - (test)惊醒丘丘人$HIDDEN
2001511 : 语言交流 - (test)判断08或10完成$HIDDEN
2001512 : 语言交流 - (test)触发交流成功分支$HIDDEN
2001513 : 语言交流 - (test)触发交流失败分支$HIDDEN
2001514 : 语言交流 - (test)陪同艾拉·马斯克与丘丘人对话$HIDDEN
2001515 : 语言交流 - 与艾拉·马斯克对话
2001601 : 餐品订单 - 前往猎鹿人餐馆询问莎拉
2001602 : 餐品订单 - 与莎拉对话
2001603 : 餐品订单 - (test)运送餐品给订餐人$HIDDEN
2001604 : 餐品订单 - (test)订餐人判定1$HIDDEN
2001605 : 餐品订单 - (test)订餐人判定2$HIDDEN
2001606 : 餐品订单 - (test)订餐人判定3$HIDDEN
2001607 : 餐品订单 - 询问舒特
2001608 : 餐品订单 - 询问莫罗
2001609 : 餐品订单 - 询问帕拉德
2001610 : 餐品订单 - (test)桥接$HIDDEN
2001611 : 餐品订单 - 把餐费交给莎拉
2001701 : 紧急修理 - 消灭所有魔物
2001702 : 紧急修理 - 和法拉对话
2001703 : 紧急修理 - 收集木材
2001704 : 紧急修理 - 将结实的木板交给法拉
2001705 : 紧急修理 - 消灭所有魔物
2001706 : 紧急修理 - 和法拉对话
2001707 : 紧急修理 - 收集绳索
2001708 : 紧急修理 - 将绳索交给法拉
2001709 : 紧急修理 - 前去查看详情
2001801 : 紧急修理 - 消灭所有魔物
2001802 : 紧急修理 - 和玛伽对话
2001803 : 紧急修理 - 收集木材
2001804 : 紧急修理 - 将结实的木板交给玛伽
2001805 : 紧急修理 - 消灭所有魔物
2001806 : 紧急修理 - 和玛伽对话
2001807 : 紧急修理 - 收集绳索
2001808 : 紧急修理 - 将绳索交给玛伽
2001809 : 紧急修理 - 前去查看详情
2001901 : 钥匙是易丢品 - 前往询问怀尔德
2001903 : 钥匙是易丢品 - 用元素视野寻找钥匙
2001904 : 钥匙是易丢品 - 把钥匙交给怀尔德
2002001 : 冒险家测验·冒险诀窍 - 与安娜对话
2002003 : 冒险家测验·冒险诀窍 - 拍摄画片，记录嘟嘟莲的生长环境
2002012 : 冒险家测验·冒险诀窍 - 拍摄画片，记录小灯草的生长环境
2002021 : 冒险家测验·冒险诀窍 - 拍摄画片，记录塞西莉亚花的生长环境
2002024 : 冒险家测验·冒险诀窍 - 采摘塞西莉亚花
2002025 : 冒险家测验·冒险诀窍 - 向安娜回报
2002026 : 冒险家测验·冒险诀窍 - [N/A] 3011865908
2002027 : 冒险家测验·冒险诀窍 - 采摘嘟嘟莲
2002028 : 冒险家测验·冒险诀窍 - 采摘小灯草
2002029 : 冒险家测验·冒险诀窍 - [N/A] 2399949308
2002101 : 冒险家测验·起飞方式 - 与安娜对话
2002102 : 冒险家测验·起飞方式 - 为安娜演示操纵风之翼的方法
2002103 : 冒险家测验·起飞方式 - 为安娜演示操纵风之翼的方法
2002104 : 冒险家测验·起飞方式 - 与安娜对话
2002105 : 冒险家测验·起飞方式 - [N/A] 2977180388
2002106 : 冒险家测验·起飞方式 - [N/A] 2284549756
2002301 : 无罪推定 - 询问维多利亚修女
2002302 : 无罪推定 - 找到宁禄先生
2002303 : 无罪推定 - 调查酒杯取证
2002304 : 无罪推定 - 与酒保查尔斯对话
2002305 : 无罪推定 - 向维多利亚修女回报
2002306 : 无罪推定 - 找到宁禄先生
2002307 : 无罪推定 - 观察宁禄先生的近况
2002308 : 无罪推定 - 向维多利亚修女回报
2002501 : 钥匙是易丢品 - 前往询问怀尔德
2002503 : 钥匙是易丢品 - 用元素视野寻找钥匙
2002504 : 钥匙是易丢品 - 把钥匙给怀尔德
2002601 : 餐品订单 - 前往猎鹿人餐馆询问莎拉
2002602 : 餐品订单 - 与莎拉对话
2002603 : 餐品订单 - 找到两颗鸟蛋
2002604 : 餐品订单 - 取得制作好的餐品
2002605 : 餐品订单 - (test)运送餐品给恩内斯特$HIDDEN
2002606 : 餐品订单 - (test)桥接$HIDDEN
2002607 : 餐品订单 - 找到恩内斯特
2002608 : 餐品订单 - 把餐费交给莎拉
2002701 : 圆滚滚的大团骚乱！ - 前去查看详请
2002702 : 圆滚滚的大团骚乱！ - 消灭史莱姆
2002703 : 圆滚滚的大团骚乱！ - 和特纳对话
2002704 : 圆滚滚的大团骚乱！ - 前往异常地点
2002705 : 圆滚滚的大团骚乱！ - 用「风」驱散尘埃
2002706 : 圆滚滚的大团骚乱！ - 消灭全部史莱姆
2002801 : 圆滚滚的大团骚乱！ - 前去查看详请
2002802 : 圆滚滚的大团骚乱！ - 消灭史莱姆
2002803 : 圆滚滚的大团骚乱！ - 和胆小的莫罗对话
2002804 : 圆滚滚的大团骚乱！ - 前往异常地点
2002805 : 圆滚滚的大团骚乱！ - 用「风」驱散尘埃
2002806 : 圆滚滚的大团骚乱！ - 消灭全部史莱姆
2002901 : 向冬日回归 - 与维克多对话
2002902 : 向冬日回归 - 向玛乔丽询问有关礼物的事
2002903 : 向冬日回归 - 寻找害怕的舒特
2002904 : 向冬日回归 - 解救害怕的舒特
2002905 : 向冬日回归 - 与舒特对话
2002906 : 向冬日回归 - 将钩钩果带给玛乔丽
2002907 : 向冬日回归 - 将礼物带给维克多
2002908 : 向冬日回归 - 将礼物转交给莉莉
2002909 : 向冬日回归 - 与维克多对话
2003001 : 欢迎来到冒险家协会 - (test)派蒙开车$HIDDEN
2003002 : 欢迎来到冒险家协会 - (test)与凯瑟琳对话，询问详情$HIDDEN
2003003 : 欢迎来到冒险家协会 - (test)与凯瑟琳对话，询问详情$HIDDEN
2003004 : 欢迎来到冒险家协会 - 与凯瑟琳对话，询问详情
2003101 : 每天都是新的冒险 - 与凯瑟琳对话
2003102 : 每天都是新的冒险 - (test)与凯瑟琳对话$HIDDEN
2003103 : 每天都是新的冒险 - (test)完成委托$HIDDEN
2003104 : 每天都是新的冒险 - (test)与凯瑟琳对话$HIDDEN
2003105 : 每天都是新的冒险 - (test)与凯瑟琳对话$HIDDEN
2003106 : 每天都是新的冒险 - 与凯瑟琳对话
2003107 : 每天都是新的冒险 - 完成4个每日委托后与凯瑟琳对话
2003201 : 开启事件系统$HIDDEN - (test)事件系统开启$HIDDEN
2003202 : 开启事件系统$HIDDEN - (test)事件系统开启$HIDDEN
2003301 : 冒险家，安娜！ - 与安娜对话
2003302 : 冒险家，安娜！ - 与安娜一同完成冒险家协会的委托
2003303 : 冒险家，安娜！ - 与安娜一同完成冒险家协会的委托
2003304 : 冒险家，安娜！ - 与安娜对话
2003401 : 冒险家，安娜！ - 与安娜对话
2003402 : 冒险家，安娜！ - 与安娜一同完成冒险家协会的委托
2003403 : 冒险家，安娜！ - 与安娜一同完成冒险家协会的委托
2003404 : 冒险家，安娜！ - 击退盗宝团
2003405 : 冒险家，安娜！ - 继续前进，察看情况
2003406 : 冒险家，安娜！ - 继续前进，察看情况
2003407 : 冒险家，安娜！ - 与安娜对话
2003501 : 钥匙是易丢品 - 前往询问怀尔德
2003502 : 钥匙是易丢品 - 用元素视野寻找钥匙
2003504 : 钥匙是易丢品 - 把钥匙给怀尔德
2003601 : 愿风带走思念 - 前往询问葛罗丽
2003602 : 愿风带走思念 - 与葛罗丽对话
2003603 : 愿风带走思念 - 寻找三份蒲公英籽
2003604 : 愿风带走思念 - 将蒲公英籽交给葛罗丽
2003605 : 愿风带走思念 - 前往风神像顶端播撒蒲公英籽
2003606 : 愿风带走思念 - 与葛罗丽对话
2003701 : 触不可及的恋人 - 古德温先生好像有烦恼
2003702 : 触不可及的恋人 - 和古德温对话
2003703 : 触不可及的恋人 - 将信送给葛罗丽
2003706 : 触不可及的恋人 - 向古德温回报
2003801 : 报答神明的方式 - 与吉丽安娜对话
2003802 : 报答神明的方式 - (test)清扫位于星落湖的七天神像$HIDDEN
2003803 : 报答神明的方式 - (test)清扫位于风起地的七天神像$HIDDEN
2003804 : 报答神明的方式 - (test)清扫位于晨曦酒庄的七天神像$HIDDEN
2003805 : 报答神明的方式 - 清扫位于星落湖的七天神像
2003806 : 报答神明的方式 - 清扫位于风起地的七天神像
2003807 : 报答神明的方式 - 清扫位于晨曦酒庄的七天神像
2003808 : 报答神明的方式 - 与吉丽安娜对话
2003809 : 报答神明的方式 - 与吉丽安娜对话
2003810 : 报答神明的方式 - 与吉丽安娜对话
2003901 : 蒂玛乌斯的炼金指导 - 与蒂玛乌斯对话
2003902 : 蒂玛乌斯的炼金指导 - (test)与蒂玛乌斯对话$HIDDEN
2003903 : 蒂玛乌斯的炼金指导 - (test)接受大胆创新的试炼$HIDDEN
2003904 : 蒂玛乌斯的炼金指导 - (test)巩固-惊雷精油$HIDDEN
2003905 : 蒂玛乌斯的炼金指导 - (test)巩固-霜劫精油$HIDDEN
2003906 : 蒂玛乌斯的炼金指导 - (test)巩固-烈火精油$HIDDEN
2003907 : 蒂玛乌斯的炼金指导 - 制作惊雷精油
2003908 : 蒂玛乌斯的炼金指导 - 制作霜劫精油
2003909 : 蒂玛乌斯的炼金指导 - 制作烈火精油
2003910 : 蒂玛乌斯的炼金指导 - (test)创新-黑铜号角$HIDDEN
2003911 : 蒂玛乌斯的炼金指导 - (test)创新-污秽的面具$HIDDEN
2003912 : 蒂玛乌斯的炼金指导 - (test)创新-史莱姆清$HIDDEN
2003913 : 蒂玛乌斯的炼金指导 - 寻找黑铜号角
2003914 : 蒂玛乌斯的炼金指导 - 寻找污秽的面具
2003915 : 蒂玛乌斯的炼金指导 - 寻找史莱姆清
2003916 : 蒂玛乌斯的炼金指导 - 交付惊雷精油
2003917 : 蒂玛乌斯的炼金指导 - 交付霜劫精油
2003918 : 蒂玛乌斯的炼金指导 - 交付烈火精油
2003919 : 蒂玛乌斯的炼金指导 - 返回对话蒂玛乌斯
2003920 : 蒂玛乌斯的炼金指导 - 返回对话蒂玛乌斯
2003921 : 蒂玛乌斯的炼金指导 - 返回对话蒂玛乌斯
2003922 : 蒂玛乌斯的炼金指导 - (test)检查背包里要有道具-惊雷精油$HIDDEN
2003923 : 蒂玛乌斯的炼金指导 - (test)检查背包里要有道具-霜劫精油$HIDDEN
2003924 : 蒂玛乌斯的炼金指导 - (test)检查背包里要有道具-烈火精油$HIDDEN
2003925 : 蒂玛乌斯的炼金指导 - (test)检查背包里要有道具-黑铜号角$HIDDEN
2003926 : 蒂玛乌斯的炼金指导 - (test)检查背包里要有道具-污秽的面具$HIDDEN
2003927 : 蒂玛乌斯的炼金指导 - (test)检查背包里要有道具-史莱姆清$HIDDEN
2004001 : 新的风暴尚未出现 - 与芬德修女对话
2004002 : 新的风暴尚未出现 - 清剿烽火台上的魔物
2004003 : 新的风暴尚未出现 - 与芬德修女对话
2004004 : 新的风暴尚未出现 - 登上瞭望塔
2004007 : 新的风暴尚未出现 - 与芬德修女对话
2004101 : 冒险就要勇于前进！ - 与帕琪对话
2004102 : 冒险就要勇于前进！ - 清剿魔物营地
2004103 : 冒险就要勇于前进！ - 与帕琪对话
2004201 : 艾伯特先生，别再冲了——！ - 与维多利亚对话
2004202 : 艾伯特先生，别再冲了——！ - 在教堂附近找到艾伯特
2004203 : 艾伯特先生，别再冲了——！ - 清扫落叶堆
2004204 : 艾伯特先生，别再冲了——！ - 与艾伯特对话
2004205 : 艾伯特先生，别再冲了——！ - 到教堂内向维多利亚报告
2004301 : 永不停歇的风与米歇尔小姐 - 与米歇尔小姐对话
2004302 : 永不停歇的风与米歇尔小姐 - 与昆恩对话
2004303 : 永不停歇的风与米歇尔小姐 - 收集日落果
2004304 : 永不停歇的风与米歇尔小姐 - 将日落果交给昆恩
2004305 : 永不停歇的风与米歇尔小姐 - 与米歇尔小姐对话
2004306 : 永不停歇的风与米歇尔小姐 - (test)触发和派蒙的对话$HIDDEN
2004307 : 永不停歇的风与米歇尔小姐 - (test)和派蒙对话$HIDDEN
2004401 : 艾琳，未来的骑士—— - 与艾琳对话
2004402 : 艾琳，未来的骑士—— - 在2秒内摧毁所有木桩
2004403 : 艾琳，未来的骑士—— - 与艾琳对话
2004601 : 冒险家，安娜！ - 与安娜对话
2004602 : 冒险家，安娜！ - 与安娜一同完成冒险家协会的委托
2004603 : 冒险家，安娜！ - 与安娜一同完成冒险家协会的委托
2004604 : 冒险家，安娜！ - 与安娜对话
2004701 : 冒险就要步步为营 - 与杜兰对话
2004702 : 冒险就要步步为营 - 前往调查遗迹
2004703 : 冒险就要步步为营 - 前往调查遗迹
2004704 : 冒险就要步步为营 - 前往调查遗迹
2004705 : 冒险就要步步为营 - 前往调查遗迹
2004706 : 冒险就要步步为营 - (test)调查全部遗迹$HIDDEN
